256 256
2 113 -3
2 114 -7
2 115 10
2 116 10
2 117 4
2 118 7
2 119 -2
2 120 3
2 121 9
2 122 6
2 123 -7
2 124 -2
2 125 -6
2 126 9
2 127 -10
2 128 9
2 129 5
2 130 -7
2 131 3
2 132 -2
2 133 -10
2 134 -5
2 135 -5
2 136 -6
2 137 8
2 138 2
2 139 -8
2 140 -4
2 141 6
2 142 10
2 143 3
2 144 -2
2 145 -3
2 146 4
2 147 -2
2 148 -9
2 149 5
2 150 -5
2 151 -3
2 152 7
2 153 6
2 154 -3
2 155 3
2 156 2
2 157 9
2 158 -7
2 159 -2
2 160 8
2 161 -9
2 162 -8
2 163 2
2 164 3
2 165 -6
2 166 -2
2 167 1
2 168 -5
2 169 -7
2 170 -7
2 171 9
2 172 -3
2 173 -5
2 174 4
2 175 1
2 176 1
2 177 -3
2 178 5
2 179 -6
2 180 -8
2 181 7
2 182 10
2 183 -5
2 184 -1
2 185 7
2 186 10
2 187 5
2 188 3
2 189 -3
2 190 6
2 191 8
2 192 -9
2 193 8
2 194 1
2 195 -8
2 196 -10
2 197 9
2 198 1
2 199 3
2 200 7
2 202 -1
2 203 8
2 204 -7
2 205 3
2 206 3
2 207 -7
2 209 -6
2 210 1
2 211 10
2 213 6
2 214 8
2 215 -7
2 216 9
2 217 -8
2 218 -5
2 219 9
2 220 8
2 221 -5
2 222 7
2 223 -1
2 225 9
2 226 -8
2 227 9
2 228 4
2 229 2
2 230 9
2 231 4
2 232 2
2 233 -1
2 234 -1
2 235 -5
2 236 4
2 237 -9
2 238 4
2 239 8
2 240 -10
2 241 8
2 242 7
2 243 8
2 245 1
2 246 6
2 247 -10
2 248 8
2 249 2
2 250 -2
2 251 6
2 252 -2
2 253 10
2 254 -5
2 255 -10
3 0 -8
3 1 -10
3 2 -7
3 3 -2
3 4 1
3 5 3
3 6 1
3 7 -6
3 9 -3
3 10 9
3 11 9
3 12 6
3 13 1
3 14 10
3 15 -9
3 16 -3
3 17 1
3 18 -6
3 19 -1
3 22 -10
3 23 10
3 24 7
3 25 1
3 26 -10
3 27 -6
3 28 10
3 29 -10
3 30 4
3 31 9
3 32 -1
3 33 -3
3 34 4
3 35 -7
3 36 -9
3 37 4
3 38 8
3 39 -1
3 40 7
3 41 -9
3 42 -6
3 43 -6
3 44 5
3 45 -1
3 46 7
3 47 -9
3 48 -6
3 49 1
3 50 6
3 51 3
3 52 -4
3 53 -6
3 54 6
3 55 -2
3 56 5
3 57 8
3 58 2
3 60 10
3 61 -9
3 62 1
3 63 7
3 64 -6
3 65 -5
3 66 -3
3 67 -1
3 68 4
3 69 3
3 70 4
3 71 -9
3 72 -5
3 73 -10
3 74 9
3 75 -5
3 76 9
3 77 -6
3 78 4
3 79 9
3 80 9
3 81 -3
3 82 -9
3 83 -8
3 84 -1
3 85 -2
3 86 1
3 87 -5
3 88 -4
3 89 2
3 90 9
3 91 -3
3 92 4
3 93 -1
3 94 4
3 95 1
3 96 10
3 97 2
3 98 7
3 99 -2
3 100 8
3 101 -6
3 102 4
3 103 -5
3 104 -4
3 105 8
3 106 -1
3 107 1
3 108 7
3 109 9
3 110 -5
3 111 -8
3 112 3
3 113 -6
3 114 -3
3 115 -4
3 116 -1
3 117 -2
3 118 -3
3 119 1
3 120 -7
3 121 -2
3 122 5
3 123 4
3 124 1
3 125 9
3 126 -1
3 127 5
3 128 6
3 129 10
3 130 9
3 131 -5
3 132 6
3 133 -2
3 134 -9
3 135 -2
3 136 9
3 137 -6
3 138 8
3 139 2
3 140 4
3 141 5
3 142 6
3 143 10
3 144 -8
3 145 1
3 146 -5
3 147 2
3 148 -6
3 150 4
3 151 4
3 152 4
3 153 5
3 154 -10
3 155 8
3 156 -3
3 157 6
3 158 -4
3 159 8
3 160 3
3 161 -10
3 162 -9
3 163 -5
3 164 -8
3 165 10
3 166 -9
3 167 -7
3 168 8
3 169 2
3 170 2
3 171 -9
3 172 -10
3 173 9
3 174 -7
3 175 2
3 176 10
3 177 2
3 178 -3
3 179 -10
3 180 2
3 181 7
3 182 6
3 183 -2
3 184 6
3 185 2
3 186 8
3 187 1
3 188 3
3 189 7
3 190 1
3 191 4
3 192 1
3 193 -4
3 194 8
3 195 7
3 197 -3
3 198 -4
3 199 6
3 200 -5
3 201 8
3 202 2
3 203 -7
3 204 2
3 205 -8
3 206 -2
3 207 -5
3 208 7
3 209 3
3 210 -6
3 211 -2
3 212 6
3 213 -10
3 214 -6
3 215 3
3 216 -2
3 217 -5
3 218 10
3 219 -10
3 220 7
3 221 1
3 222 -6
3 223 9
3 224 -3
3 225 -10
3 226 -10
3 227 -4
3 228 -7
3 229 -9
3 230 -4
3 231 -5
3 232 6
3 233 9
3 234 9
3 235 -3
3 236 6
3 238 -9
3 239 -9
3 240 -8
3 241 -10
3 242 -2
3 243 5
3 244 1
3 245 -1
3 246 -9
3 247 9
3 248 -1
3 249 5
3 250 -2
3 251 -8
3 252 -3
3 253 10
3 254 -6
3 255 6
4 0 -7
4 1 -1
4 2 -2
4 3 9
4 4 -4
4 5 -8
4 6 3
4 7 -6
4 8 -6
4 9 -2
4 10 -2
4 11 -9
4 12 10
4 13 5
4 14 5
4 15 -7
4 16 8
4 17 -7
4 19 -10
4 20 -10
4 21 -7
4 22 9
4 23 -1
4 24 -4
4 25 3
4 26 8
4 27 -7
4 28 7
4 29 3
4 30 4
4 31 10
4 32 2
4 34 8
4 35 5
4 36 2
4 37 -4
4 38 -10
4 39 -10
4 40 5
4 41 1
4 42 6
4 43 3
4 44 -3
4 46 -2
4 47 -9
4 48 -4
4 49 -3
4 50 -4
4 51 2
4 52 1
4 53 10
4 54 -8
4 55 -3
4 56 1
4 57 1
4 58 2
4 59 9
4 60 7
4 61 -9
4 62 -7
4 63 -5
4 64 7
4 65 9
4 66 -7
4 67 1
4 68 -9
4 70 5
4 71 -6
4 72 -10
4 73 3
4 75 2
4 76 10
4 77 2
4 78 8
4 79 1
4 80 10
4 81 8
4 82 -2
4 83 -7
4 84 -8
4 85 9
4 86 5
4 87 9
4 88 -1
4 90 -2
4 91 -1
4 92 5
4 93 -4
4 94 4
4 95 -1
4 96 -9
4 97 4
4 98 3
4 99 -4
4 100 -6
4 101 7
4 102 10
4 103 -8
4 104 6
4 105 -8
4 106 5
4 107 -8
4 108 -3
4 109 -7
4 110 -1
4 111 -5
4 112 -1
4 113 5
4 114 9
4 115 -2
4 116 4
4 117 -5
4 118 7
4 119 3
4 120 -2
4 121 3
4 122 9
4 123 -7
4 124 -10
4 125 -4
4 126 8
4 127 6
4 128 -8
4 129 -5
4 130 5
4 131 6
4 132 -1
4 133 6
4 134 -1
4 135 -7
4 136 3
4 137 -2
4 140 2
4 141 -4
4 142 -6
4 143 -2
4 144 -10
4 145 4
4 147 -5
4 148 6
4 149 -10
4 150 4
4 151 -4
4 152 6
4 153 10
4 154 -3
4 155 7
4 156 4
4 157 5
4 158 4
4 159 4
4 160 2
4 161 -7
4 162 -10
4 163 1
4 164 -4
4 165 1
4 166 4
4 167 8
4 168 10
4 169 -6
4 170 -2
4 171 5
4 172 4
4 173 6
4 174 -6
4 175 -8
4 176 3
4 177 4
4 178 -8
4 179 -1
4 180 -10
4 181 10
4 182 5
4 183 -7
4 184 9
4 185 -7
4 186 5
4 187 -7
4 188 -9
4 189 6
4 190 -2
4 191 10
4 192 -5
4 193 5
4 194 1
4 195 2
4 196 -1
4 197 -3
4 198 3
4 199 4
4 200 2
4 201 -6
4 202 -10
4 203 -8
4 204 -3
4 205 1
4 206 3
4 207 6
4 208 7
4 209 -6
4 210 -8
4 211 -6
4 212 3
4 213 -10
4 214 -7
4 215 -2
4 216 3
4 217 -6
4 218 7
4 219 1
4 220 9
4 221 3
4 222 3
4 223 8
4 224 -8
4 225 8
4 226 -6
4 227 -3
4 228 4
4 229 7
4 230 -6
4 231 -4
4 232 8
4 233 -6
4 234 -7
4 235 -7
4 236 8
4 237 8
4 238 6
4 239 1
4 240 -10
4 241 -1
4 242 -6
4 243 -5
4 244 -3
4 245 -6
4 246 3
4 247 7
4 248 -6
4 249 3
4 250 -5
4 251 -7
4 252 8
4 254 -8
4 255 -1
5 0 5
5 1 -7
5 2 9
5 3 -3
5 4 -6
5 5 -4
5 6 8
5 7 2
5 8 2
5 9 -9
5 10 6
5 11 4
5 12 -10
5 13 -10
5 14 4
5 15 6
5 16 10
5 17 9
5 18 3
5 19 1
5 20 8
5 21 3
5 22 9
5 23 -2
5 24 -6
5 25 5
5 26 -7
5 27 10
5 28 4
5 29 9
5 30 8
5 31 8
5 32 -2
5 33 -1
5 34 7
5 35 7
5 36 -9
5 37 -3
5 38 4
5 39 7
5 40 7
5 41 3
5 42 7
5 43 10
5 44 -9
5 45 -1
5 46 -9
5 47 -5
5 48 9
5 49 9
5 50 2
5 51 3
5 52 -3
5 53 1
5 54 -9
5 55 -8
5 56 -4
5 57 2
5 58 -9
5 59 10
5 60 -4
5 61 -10
5 62 -6
5 64 10
5 65 9
5 66 7
5 68 8
5 69 1
5 70 3
5 71 3
5 72 3
5 73 -10
5 74 6
5 75 7
5 76 -9
5 77 8
5 78 5
5 79 6
5 80 8
5 81 -2
5 82 -4
5 83 5
5 84 -2
5 85 -9
5 86 1
5 88 -3
5 89 2
5 91 2
5 92 6
5 94 -5
5 95 7
5 96 6
5 97 6
5 98 -9
5 99 -7
5 100 -9
5 101 1
5 102 10
5 103 7
5 104 -1
5 105 -2
5 106 -9
5 107 5
5 108 -2
5 109 -8
5 110 4
5 111 -9
5 112 -8
5 113 -6
5 114 -8
5 115 8
5 116 -6
5 117 3
5 118 10
5 119 -2
5 120 -9
5 121 -10
5 122 -7
5 123 -6
5 124 9
5 125 10
5 126 -4
5 127 3
5 128 -6
5 129 2
5 130 -6
5 131 7
5 132 -7
5 133 -9
5 134 1
5 135 10
5 136 -1
5 137 -1
5 138 -2
5 139 -8
5 140 7
5 141 5
5 142 7
5 143 -9
5 144 -9
5 145 5
5 146 -8
5 147 5
5 148 -2
5 149 7
5 150 -1
5 151 -8
5 152 7
5 153 9
5 154 2
5 155 -1
5 156 2
5 157 1
5 158 -10
5 159 5
5 161 -1
5 163 -8
5 164 7
5 166 -1
5 167 -6
5 168 -3
5 169 -6
5 170 2
5 171 -10
5 172 -7
5 173 -7
5 174 -5
5 175 4
5 177 -2
5 178 -9
5 179 -10
5 180 7
5 181 -7
5 182 9
5 183 8
5 184 -10
5 185 5
5 186 -3
5 187 4
5 188 -5
5 189 -3
5 190 1
5 191 8
5 193 7
5 194 -5
5 195 6
5 196 7
5 197 -3
5 198 3
5 199 -6
5 200 2
5 201 1
5 202 6
5 203 -6
5 204 10
5 205 -9
5 206 5
5 207 1
5 208 -1
5 209 1
5 210 8
5 211 -7
5 212 5
5 213 -8
5 214 -5
5 215 -3
5 216 2
5 217 -7
5 218 5
5 219 3
5 220 -2
5 221 -2
5 222 -3
5 223 9
5 224 3
5 225 -2
5 226 -5
5 227 9
5 228 6
5 229 -1
5 230 4
5 231 -2
5 232 6
5 233 10
5 234 -5
5 235 -4
5 236 7
5 237 -5
5 238 -10
5 239 -1
5 240 1
5 242 5
5 243 -4
5 244 -4
5 245 8
5 246 -4
5 247 -4
5 248 3
5 249 7
5 250 -1
5 251 3
5 252 2
5 253 -2
5 254 -9
5 255 -4
6 0 -7
6 1 -3
6 2 -1
6 3 5
6 4 3
6 5 -3
6 6 -6
6 7 2
6 8 10
6 9 9
6 10 8
6 11 7
6 12 3
6 13 4
6 14 1
6 15 -6
6 16 1
6 17 10
6 18 -9
6 19 -3
6 20 -7
6 21 10
6 22 -7
6 23 3
6 24 -1
6 25 -3
6 26 -2
6 27 -5
6 28 -6
6 29 4
6 30 10
6 31 -9
6 32 -3
6 33 4
6 34 -5
6 35 6
6 36 10
6 37 8
6 38 6
6 39 -5
6 40 10
6 41 6
6 42 1
6 43 -2
6 44 -6
6 45 -5
6 46 -1
6 47 7
6 48 -3
6 49 -9
6 50 -2
6 51 -2
6 52 -5
6 53 -8
6 54 -7
6 55 4
6 56 -8
6 57 -1
6 58 -4
6 59 -6
6 60 2
6 61 -4
6 62 -7
6 63 -5
6 64 -8
6 65 5
6 66 5
6 67 7
6 68 10
6 69 2
6 70 4
6 71 3
6 72 10
6 73 -1
6 74 10
6 75 6
6 76 -8
6 77 -7
6 78 -4
6 79 10
6 80 9
6 81 -6
6 82 -1
6 83 5
6 84 8
6 85 -8
6 86 -3
6 87 8
6 88 -4
6 89 -1
6 90 8
6 91 -10
6 92 6
6 93 6
6 94 8
6 95 -2
6 96 1
6 97 9
6 98 -7
6 99 3
6 100 10
6 101 5
6 102 3
6 103 -7
6 104 2
6 105 10
6 106 -5
6 107 -4
6 108 -1
6 109 7
6 110 3
6 111 -2
6 112 5
6 113 1
6 114 -7
6 115 -9
6 116 -8
6 119 -7
6 120 -10
6 121 9
6 122 -4
6 123 9
6 124 9
6 125 -3
6 126 1
6 127 2
6 128 1
6 129 -8
6 130 10
6 131 5
6 132 -7
6 133 2
6 134 5
6 135 3
6 136 -1
6 137 -1
6 138 5
6 139 -5
6 140 -4
6 141 -9
6 142 6
6 143 -9
6 144 9
6 145 -7
6 146 -4
6 147 -3
6 148 -6
6 149 -6
6 150 -2
6 151 3
6 152 8
6 153 -9
6 154 8
6 155 9
6 156 -2
6 157 1
6 158 8
6 159 3
6 160 -4
6 161 8
6 162 10
6 163 5
6 164 4
6 166 -3
6 167 2
6 168 8
6 169 -2
6 170 7
6 172 -3
6 173 -5
6 174 1
6 175 6
6 176 7
6 177 3
6 178 9
6 179 -7
6 180 7
6 181 3
6 182 6
6 183 3
6 184 -2
6 185 -10
6 186 -1
6 187 -2
6 188 2
6 189 7
6 190 8
6 191 8
6 192 6
6 193 1
6 194 -9
6 195 -3
6 196 7
6 197 1
6 198 3
6 199 -7
6 200 10
6 201 3
6 202 -7
6 203 -7
6 204 7
6 205 1
6 206 5
6 207 -1
6 208 6
6 209 3
6 210 2
6 211 -4
6 212 6
6 213 -4
6 214 10
6 215 -7
6 216 -5
6 217 9
6 218 -2
6 219 9
6 220 1
6 222 -2
6 223 8
6 224 -1
6 225 -3
6 226 -4
6 227 -6
6 228 -9
6 229 8
6 230 -3
6 231 -4
6 232 -4
6 233 -5
6 234 5
6 235 -3
6 236 -7
6 237 2
6 238 6
6 239 -5
6 240 1
6 241 1
6 242 -9
6 243 -6
6 244 1
6 245 4
6 246 5
6 247 -5
6 248 6
6 250 8
6 251 4
6 252 -2
6 253 -9
6 254 -9
6 255 -1
7 1 3
7 2 -7
7 3 -5
7 5 -6
7 6 6
7 7 3
7 8 -5
7 11 10
7 12 2
7 13 -3
7 14 -1
7 15 5
7 16 6
7 17 7
7 18 2
7 19 7
7 20 -2
7 21 3
7 22 -9
7 23 -9
7 24 3
7 25 -1
7 26 -8
7 27 -1
7 28 -10
7 29 -10
7 30 6
7 32 -5
7 33 5
7 34 4
7 35 -2
7 36 4
7 37 8
7 38 4
7 39 -1
7 40 7
7 41 -9
7 42 1
7 43 6
7 44 -9
7 45 2
7 46 1
7 47 -7
7 49 -10
7 50 -2
7 51 -5
7 52 2
7 53 1
7 54 -3
7 55 -7
7 56 2
7 58 -9
7 59 -2
7 60 1
7 61 -3
7 62 -5
7 63 2
7 64 -5
7 65 6
7 66 -1
7 67 3
7 68 5
7 69 -7
7 70 1
7 71 -6
7 72 -4
7 73 7
7 74 6
7 75 7
7 76 -6
7 77 1
7 78 8
7 79 -4
7 81 -5
7 83 5
7 85 1
7 86 5
7 87 -6
7 88 1
7 89 -10
7 90 -8
7 91 2
7 92 5
7 93 6
7 94 3
7 95 -9
7 96 1
7 97 -5
7 98 -4
7 99 9
7 100 9
7 101 7
7 102 7
7 103 2
7 104 2
7 105 -5
7 106 8
7 107 -8
7 108 -5
7 109 8
7 110 5
7 111 -10
7 112 3
7 113 8
7 115 5
7 116 -8
7 117 4
7 118 -9
7 119 -8
7 120 3
7 121 -9
7 122 2
7 123 6
7 124 1
7 125 -10
7 126 -10
7 127 -9
7 129 -2
7 130 5
7 131 -8
7 132 2
7 133 7
7 135 4
7 136 -3
7 137 9
7 138 1
7 139 1
7 140 -10
7 141 -4
7 142 -1
7 143 -9
7 144 -9
7 145 10
7 146 -6
7 148 5
7 149 -5
7 150 -1
7 151 -6
7 152 4
7 153 -7
7 154 -6
7 155 -5
7 156 5
7 157 -1
7 158 -3
7 160 -7
7 161 4
7 162 6
7 163 1
7 164 9
7 165 -10
7 166 -10
7 167 5
7 168 5
7 169 9
7 170 -8
7 171 -5
7 172 9
7 173 2
7 174 -6
7 175 3
7 176 -7
7 177 8
7 178 -7
7 179 2
7 180 -1
7 182 9
7 183 -9
7 184 -6
7 185 10
7 186 8
7 187 -10
7 188 9
7 189 -6
7 190 6
7 191 -8
7 192 -3
7 193 3
7 194 -5
7 195 3
7 196 -8
7 197 -2
7 198 -10
7 199 1
7 200 -3
7 201 3
7 202 -1
7 203 -5
7 204 6
7 205 7
7 206 -10
7 207 -5
7 208 1
7 209 10
7 210 -4
7 211 -2
7 212 -6
7 213 1
7 214 6
7 215 1
7 216 1
7 217 2
7 218 10
7 219 4
7 220 -2
7 221 -8
7 222 8
7 223 -4
7 224 -9
7 225 -4
7 226 -2
7 227 -9
7 228 7
7 229 -4
7 230 -7
7 231 7
7 232 -9
7 233 4
7 234 -9
7 235 -7
7 237 5
7 238 8
7 239 4
7 240 10
7 241 1
7 242 10
7 243 -8
7 244 3
7 245 -2
7 246 -6
7 247 9
7 248 10
7 250 5
7 251 2
7 252 -2
7 253 3
7 254 4
7 255 -7
8 0 -8
8 1 -5
8 2 -4
8 3 8
8 4 -10
8 5 -9
8 6 -6
8 7 -10
8 8 2
8 9 -9
8 10 -9
8 11 -3
8 12 -2
8 14 -1
8 15 -4
8 16 10
8 17 5
8 18 8
8 19 8
8 20 9
8 21 2
8 22 1
8 23 -6
8 24 -3
8 25 5
8 26 -7
8 27 -7
8 28 7
8 29 -6
8 30 3
8 31 -4
8 32 3
8 33 -4
8 34 -2
8 35 4
8 36 4
8 37 -9
8 38 -4
8 39 3
8 40 3
8 41 2
8 42 -8
8 44 8
8 45 10
8 46 3
8 47 5
8 48 10
8 49 2
8 50 -10
8 51 9
8 52 3
8 53 6
8 54 10
8 55 -7
8 56 -3
8 57 10
8 58 -4
8 59 -8
8 60 -6
8 61 -8
8 62 5
8 63 6
8 64 2
8 65 2
8 66 -6
8 67 2
8 68 5
8 69 -1
8 70 -5
8 71 10
8 72 -8
8 73 6
8 74 -2
8 75 9
8 76 -5
8 77 -1
8 78 8
8 79 2
8 80 10
8 81 -2
8 82 -1
8 83 7
8 84 7
8 85 -3
8 86 -8
8 87 -8
8 88 -10
8 89 -9
8 90 6
8 91 -10
8 92 2
8 93 6
8 94 8
8 95 -6
8 96 9
8 97 2
8 98 -2
8 99 -2
8 100 4
8 101 8
8 102 -8
8 103 10
8 104 1
8 105 4
8 106 -5
8 107 -8
8 108 4
8 109 -3
8 110 3
8 111 2
8 112 2
8 113 -7
8 114 -6
8 115 7
8 116 3
8 118 4
8 119 -9
8 120 1
8 121 4
8 122 -1
8 123 8
8 124 1
8 125 2
8 126 -1
8 127 2
8 128 -9
8 129 4
8 130 -6
8 131 9
8 132 2
8 133 5
8 134 -6
8 135 -1
8 136 6
8 137 4
8 138 9
8 139 8
8 140 8
8 141 -3
8 142 4
8 143 -2
8 144 -6
8 145 -3
8 146 -5
8 147 -5
8 148 -5
8 149 3
8 150 8
8 151 -1
8 152 2
8 153 -10
8 154 3
8 155 -3
8 156 -10
8 157 8
8 158 -1
8 159 1
8 160 5
8 161 2
8 162 6
8 163 4
8 164 -5
8 165 -3
8 166 -3
8 167 2
8 168 7
8 169 2
8 170 2
8 171 -6
8 172 -5
8 173 3
8 174 6
8 175 7
8 176 9
8 177 5
8 178 7
8 179 -5
8 180 -2
8 181 2
8 182 3
8 183 -9
8 184 -5
8 185 5
8 186 1
8 187 -2
8 188 7
8 189 -1
8 190 7
8 191 -9
8 192 9
8 193 10
8 194 -7
