128 128
1 91 2
1 92 4
1 93 2
1 94 -3
1 95 7
1 96 10
1 97 2
1 98 -6
1 99 8
1 100 2
1 101 -7
1 102 -10
1 103 5
1 104 3
1 105 -4
1 106 4
1 107 9
1 108 3
1 109 -8
1 110 -2
1 111 -8
1 112 7
1 113 -4
1 114 -9
1 115 6
1 116 -1
1 117 -7
1 118 6
1 119 1
1 120 4
1 121 -7
1 122 -5
1 123 -7
1 124 -1
1 125 -9
1 126 -3
1 127 5
2 0 -9
2 1 3
2 2 -8
2 3 -5
2 4 8
2 5 -3
2 6 6
2 7 2
2 8 2
2 9 -9
2 10 -9
2 11 7
2 12 5
2 13 5
2 14 4
2 16 1
2 17 5
2 18 8
2 19 10
2 20 -8
2 21 -3
2 22 6
2 23 -4
2 24 3
2 25 -1
2 26 -9
2 27 -2
2 29 -7
2 30 1
2 31 10
2 32 -2
2 33 -10
2 34 -3
2 36 10
2 38 -10
2 39 7
2 40 6
2 41 10
2 42 -2
2 43 -7
2 44 4
2 45 10
2 47 3
2 48 5
2 49 8
2 50 -3
2 51 -5
2 52 -3
2 53 2
2 54 -2
2 55 7
2 57 -6
2 58 5
2 59 1
2 60 -2
2 61 8
2 62 -8
2 63 2
2 64 -1
2 65 5
2 66 -4
2 67 -10
2 68 10
2 69 6
2 70 4
2 71 2
2 72 7
2 73 8
2 74 -1
2 75 8
2 76 -4
2 77 -2
2 78 -2
2 79 -5
2 80 -9
2 81 3
2 82 10
2 83 9
2 84 -9
2 85 3
2 86 3
2 87 -2
2 88 -2
2 89 -1
2 90 2
2 92 10
2 93 -2
2 94 -10
2 95 -4
2 96 -2
2 97 -5
2 98 2
2 99 1
2 100 10
2 101 -2
2 102 -4
2 103 9
2 104 1
2 105 8
2 106 -2
2 107 -7
2 108 -3
2 109 7
2 110 -4
2 111 -7
2 112 2
2 113 6
2 114 2
2 115 -6
2 116 -1
2 117 8
2 118 -7
2 119 -7
2 120 -6
2 121 -8
2 123 1
2 124 2
2 125 1
2 126 4
2 127 2
3 0 2
3 1 8
3 2 -7
3 3 -4
3 4 8
3 5 -8
3 6 -2
3 7 2
3 8 -9
3 9 -4
3 10 -10
3 11 7
3 12 9
3 13 -5
3 14 -10
3 15 1
3 16 -9
3 17 -8
3 18 -10
3 19 6
3 20 10
3 21 1
3 22 -10
3 23 10
3 24 -7
3 25 5
3 26 3
3 27 -8
3 28 2
3 29 -5
3 30 -8
3 31 1
3 32 -8
3 34 3
3 35 -3
3 36 -9
3 37 -5
3 38 -4
3 39 -7
3 40 -10
3 41 -10
3 42 5
3 43 -9
3 44 9
3 45 2
3 46 3
3 47 2
3 48 -4
3 49 -6
3 50 -10
3 51 4
3 52 2
3 53 -10
3 54 6
3 55 10
3 56 8
3 57 7
3 58 -2
3 59 -3
3 60 7
3 61 7
3 62 9
3 63 1
3 64 -7
3 65 3
3 66 3
3 67 -10
3 68 -7
3 69 10
3 70 -9
3 71 9
3 72 -9
3 73 1
3 74 7
3 75 -10
3 76 -2
3 77 -2
3 78 4
3 79 -3
3 80 -6
3 81 -4
3 82 7
3 83 -8
3 84 7
3 85 9
3 86 6
3 87 7
3 88 -10
3 89 7
3 90 3
3 91 -8
3 92 -3
3 93 -5
3 94 3
3 95 -5
3 96 3
3 97 -1
3 98 -7
3 99 6
3 100 -5
3 101 -3
3 102 8
3 103 -8
3 104 -3
3 105 4
3 106 4
3 107 -10
3 109 10
3 110 4
3 111 10
3 112 4
3 113 -6
3 115 -1
3 116 3
3 117 7
3 118 10
3 119 -10
3 120 6
3 121 -6
3 122 7
3 123 -1
3 124 -7
3 125 -9
3 126 8
3 127 6
4 0 3
4 1 -9
4 2 3
4 3 6
4 4 5
4 6 8
4 7 -3
4 8 -2
4 9 5
4 11 9
4 12 6
4 13 -9
4 14 -10
4 15 1
4 16 -4
4 17 2
4 18 -4
4 19 4
4 21 1
4 22 -6
4 24 1
4 25 -6
4 26 1
4 27 6
4 28 -2
4 29 1
4 30 -8
4 31 -9
4 32 3
4 33 10
4 34 2
4 35 10
4 36 -6
4 37 2
4 38 -6
4 39 10
4 40 2
4 41 -3
4 42 4
4 43 -4
4 44 -2
4 45 -9
4 46 1
4 47 9
4 48 -8
4 49 2
4 50 6
4 51 -1
4 52 9
4 53 -9
4 54 -3
4 55 3
4 56 -5
4 57 -9
4 58 1
4 59 -10
4 60 7
4 61 5
4 63 -8
4 64 8
4 65 -7
4 66 5
4 67 -8
4 69 10
4 70 1
4 71 -4
4 72 -8
4 73 -8
4 74 -10
4 75 -7
4 76 -2
4 77 10
4 78 2
4 79 -1
4 80 8
4 81 3
4 82 8
4 83 2
4 84 8
4 85 -7
4 86 -6
4 87 -4
4 88 -8
4 89 7
4 90 -9
4 91 5
4 92 -2
4 93 -4
4 94 6
4 95 -6
4 96 -8
4 97 -7
4 98 -5
4 99 8
4 100 5
4 101 6
4 102 -9
4 104 4
4 105 3
4 106 -4
4 107 -9
4 108 -10
4 110 9
4 111 -3
4 112 -4
4 113 -7
4 114 -10
4 115 2
4 116 7
4 117 2
4 118 -1
4 119 5
4 120 3
4 121 5
4 122 4
4 123 -9
4 124 -10
4 125 4
4 126 6
4 127 -10
5 0 9
5 1 -7
5 2 10
5 3 2
5 4 -6
5 5 -7
5 6 -8
5 7 9
5 8 -8
5 9 -7
5 10 8
5 11 -9
5 12 -5
5 13 -3
5 14 3
5 15 6
5 16 -3
5 17 -6
5 18 10
5 19 -10
5 20 -4
5 22 9
5 23 -9
5 24 -2
5 25 9
5 26 3
5 27 -6
5 28 10
5 29 6
5 30 4
5 31 -7
5 32 7
5 33 -6
5 34 -8
5 35 -1
5 36 8
5 37 -1
5 38 6
5 39 9
5 40 5
5 41 4
5 42 4
5 44 2
5 45 -2
5 46 -6
5 47 3
5 48 4
5 49 3
5 50 9
5 51 -7
5 53 9
5 54 -8
5 55 1
5 56 -1
5 57 10
5 58 5
5 59 -1
5 60 8
5 61 9
5 62 -1
5 63 2
5 64 -5
5 65 4
5 66 10
5 67 5
5 68 -6
5 69 9
5 70 -3
5 71 -3
5 72 -2
5 73 -10
5 74 -1
5 75 3
5 76 -6
5 77 10
5 78 -8
5 79 5
5 80 -3
5 81 -5
5 82 5
5 83 -9
5 84 7
5 85 6
5 86 -1
5 87 7
5 88 8
5 89 -5
5 90 -10
5 91 -5
5 92 -2
5 93 9
5 94 4
5 95 3
5 96 -5
5 98 2
5 99 -2
5 100 -7
5 101 -1
5 102 -9
5 103 5
5 104 -6
5 105 7
5 106 10
5 107 -10
5 108 9
5 109 -7
5 110 8
5 111 -7
5 112 -9
5 113 -8
5 114 10
5 115 -1
5 116 -2
5 117 7
5 118 10
5 120 3
5 121 10
5 122 4
5 123 -9
5 124 4
5 125 4
5 126 -6
5 127 7
6 0 -6
6 1 -5
6 2 1
6 3 -4
6 4 7
6 6 2
6 7 -7
6 8 2
6 9 6
6 10 -7
6 11 -3
6 12 8
6 13 3
6 14 -2
6 15 8
6 16 -10
6 18 -2
6 19 -9
6 20 -5
6 21 7
6 22 9
6 23 -7
6 24 5
6 26 10
6 27 -8
6 28 1
6 29 7
6 30 2
6 31 -2
6 32 2
6 33 1
6 34 5
6 35 10
6 36 9
6 37 7
6 38 -5
6 39 5
6 40 6
6 41 3
6 42 -3
6 43 -2
6 44 2
6 45 7
6 46 -2
6 47 -2
6 48 1
6 49 -3
6 50 8
6 51 -5
6 52 -1
6 53 1
6 54 -1
6 55 6
6 56 6
6 57 -8
6 58 8
6 59 4
6 60 7
6 62 10
6 63 2
6 64 -9
6 65 -2
6 67 -9
6 68 -8
6 69 -7
6 70 -4
6 71 1
6 72 -1
6 73 8
6 74 -6
6 75 8
6 76 3
6 77 5
6 78 -2
6 79 4
6 80 3
6 81 1
6 82 -1
6 83 -1
6 84 8
6 85 2
6 86 5
6 87 -5
6 89 -2
6 91 -4
6 92 1
6 93 5
6 94 -5
6 95 -9
6 96 2
6 97 -1
6 98 4
6 100 -3
6 101 -1
6 102 3
6 103 -2
6 104 -6
6 105 -9
6 106 -1
6 107 8
6 108 2
6 109 -3
6 110 9
6 112 10
6 113 -4
6 114 -4
6 115 2
6 116 2
6 117 2
6 118 8
6 119 2
6 120 -7
6 121 -7
6 122 -6
6 123 4
6 124 8
6 125 6
6 126 -3
6 127 -8
7 0 9
7 1 8
7 2 7
7 3 7
7 4 1
7 5 -8
7 6 5
7 7 -8
7 8 6
7 9 9
7 10 2
7 11 9
7 12 -8
7 13 -6
7 14 -8
7 15 -9
7 16 -1
7 17 1
7 18 -2
7 19 2
7 20 10
7 21 -9
7 22 -3
7 23 10
7 24 -8
7 25 -7
7 26 9
7 27 -4
7 28 -4
7 29 9
7 30 -10
7 31 10
7 32 10
7 33 5
7 34 7
7 35 7
7 36 -10
7 37 7
7 38 -2
7 39 -8
7 40 -4
7 41 -4
7 42 -8
7 43 -1
7 44 5
7 46 -3
7 47 7
7 48 -3
7 49 2
7 50 10
7 51 -2
7 52 -9
7 53 -4
7 54 -9
7 55 3
7 57 -2
7 58 -4
7 59 3
7 60 1
7 61 -3
7 62 -4
7 63 -1
7 64 -10
7 66 -8
7 67 -4
7 68 -4
7 69 -6
7 70 -7
7 71 10
7 72 4
7 73 3
7 74 -2
7 75 4
7 76 -2
7 78 -6
7 79 9
7 80 -10
7 81 -1
7 82 6
7 83 3
7 84 9
7 85 -5
7 87 -2
7 88 5
7 89 8
7 90 -5
7 91 -4
7 92 -1
7 93 -6
7 94 8
7 95 -2
7 96 -5
7 97 2
7 98 -2
7 99 7
7 100 4
7 101 -3
7 102 -6
7 103 2
7 104 -5
7 105 -9
7 106 -1
7 107 -2
7 108 -4
7 109 4
7 110 -9
7 111 -6
7 112 -5
7 113 -9
7 114 -8
7 115 -6
7 116 -7
7 118 6
7 119 -6
7 120 10
7 121 8
7 122 -2
7 123 -10
7 124 7
7 125 4
7 126 1
8 0 4
8 1 5
8 2 -5
8 3 -7
8 4 -8
8 5 3
8 6 9
8 7 7
8 8 6
8 9 -10
8 10 7
8 11 2
8 13 -7
8 14 -1
8 15 -10
8 16 -5
8 17 -2
8 18 -3
8 19 -1
8 20 10
8 21 7
8 22 9
8 23 -1
8 24 -2
8 25 -2
8 26 1
8 27 9
8 28 -4
8 29 10
8 30 -10
8 31 9
8 32 -3
8 33 4
8 34 -5
8 35 4
8 36 -8
8 37 -8
8 38 1
8 39 -9
8 40 -6
8 41 7
8 42 8
8 43 -6
8 44 9
8 45 -7
8 46 -6
8 47 2
8 48 -5
8 49 5
8 50 2
8 51 4
8 52 -8
8 53 1
8 54 -8
8 55 4
8 56 5
8 57 8
8 58 7
8 59 -6
8 60 -7
8 61 -3
8 62 -4
8 64 5
8 65 2
8 67 3
8 68 10
8 69 2
8 70 -2
8 71 -8
8 72 -1
8 73 -4
8 74 6
8 75 -7
8 76 -1
8 77 10
8 78 -10
8 79 6
8 80 6
8 81 4
8 82 -4
8 83 2
8 84 5
8 85 3
8 86 -4
8 87 2
8 88 -8
8 89 -8
8 90 -6
8 91 3
8 92 9
8 94 -10
8 95 -5
8 96 10
8 97 -10
8 98 5
8 99 -6
8 100 -1
8 101 -9
8 102 6
8 104 -3
8 105 -6
8 106 10
8 107 -5
8 108 9
8 109 -4
8 110 -6
8 111 6
8 112 3
8 113 -9
8 114 -10
8 115 2
8 116 8
8 118 8
8 119 -1
8 120 -10
8 121 -3
8 123 -5
8 124 1
8 125 2
8 126 -1
8 127 -10
9 0 -3
9 1 -3
9 2 1
9 3 7
9 4 -8
9 5 4
9 6 -10
9 7 -1
9 8 -10
9 9 -8
9 10 -2
9 11 1
9 12 7
9 13 -2
9 14 3
9 15 1
9 16 -8
9 17 -8
9 18 -2
9 19 -6
9 20 2
9 21 3
9 22 -8
9 23 9
9 24 6
9 25 -9
9 26 10
9 27 -2
9 28 -1
9 29 -10
9 30 1
9 31 -8
9 32 4
9 33 -4
9 34 6
9 35 -3
9 36 5
9 37 1
9 39 -3
9 40 3
9 41 -10
9 42 -5
9 43 5
9 44 -9
9 45 10
9 46 -8
9 47 -6
9 48 -10
9 49 -1
9 50 2
9 51 3
9 52 9
9 53 -10
9 55 -6
9 56 2
9 57 5
9 58 -3
9 60 5
9 61 2
9 62 -10
9 63 -6
9 64 1
9 65 8
9 66 1
9 67 -5
9 68 10
9 69 -5
9 70 -4
9 71 -2
9 72 3
9 73 -3
9 74 -2
9 76 -8
9 77 10
9 78 -6
9 79 -4
9 80 6
9 81 8
9 82 7
9 84 3
9 85 1
9 86 -7
9 87 2
9 88 10
9 89 -3
9 90 -7
9 91 8
9 92 3
9 93 4
9 94 5
9 96 5
9 97 -8
9 98 -7
9 99 8
9 100 1
9 101 1
9 102 8
9 103 7
9 104 4
9 106 -8
9 107 2
9 108 -1
9 109 7
9 110 -3
9 111 9
9 112 -1
9 113 -8
9 114 5
9 115 -3
9 116 -4
9 117 -5
9 118 -7
9 119 3
9 120 -4
9 121 2
9 122 10
9 123 1
9 124 2
9 126 3
9 127 -7
10 0 9
10 1 2
10 2 -1
10 3 10
10 4 -4
10 6 -6
10 7 6
10 8 -1
10 9 3
10 10 5
10 11 3
10 12 -1
10 13 6
10 14 -9
10 15 -1
10 16 -8
10 17 5
10 18 9
10 19 -8
10 20 -1
10 21 -2
10 22 -7
10 23 9
10 24 -8
10 25 -4
10 26 7
10 27 -10
10 28 -10
10 29 9
10 30 4
10 31 -3
10 32 6
10 33 10
10 34 5
10 35 2
10 36 1
10 37 -10
10 38 7
10 39 7
10 40 -10
10 41 -2
10 42 -10
10 43 5
10 44 10
10 45 9
10 46 -9
10 47 4
10 48 -8
10 49 1
10 50 10
10 51 4
10 52 5
10 53 10
10 54 7
10 55 7
10 56 2
10 57 -7
10 58 -8
10 59 3
10 60 6
10 61 -1
10 62 -1
10 63 3
10 64 -2
10 65 -9
10 66 -10
10 67 -6
10 68 9
10 69 -3
10 70 -9
10 71 -3
10 72 5
10 73 1
10 74 4
10 75 9
10 76 4
10 77 -5
10 79 10
10 80 -4
10 81 -4
10 82 1
10 83 -10
10 84 10
10 85 10
10 86 -9
10 87 -7
10 88 5
10 89 -10
10 90 7
10 91 -10
10 92 5
10 93 2
10 94 -3
10 95 -6
10 96 2
10 97 -10
10 98 -6
10 99 2
10 100 -7
10 102 3
10 103 6
10 104 2
10 105 1
10 106 8
10 107 -6
10 108 -6
10 109 8
10 110 -2
10 111 2
10 112 8
10 113 -1
10 114 -7
10 115 -9
10 116 4
10 117 6
10 118 4
10 119 -5
10 120 -8
10 121 1
10 122 10
10 123 2
10 124 7
10 125 -2
10 126 1
10 127 2
11 0 5
11 1 6
11 2 -8
11 3 -4
11 4 -5
11 5 -6
11 6 -9
11 7 -7
11 8 2
11 9 -4
11 10 3
11 11 2
11 12 4
11 13 -7
11 14 -5
11 15 3
11 16 -3
11 17 2
11 18 -9
11 19 9
11 21 1
11 22 -6
11 23 -1
11 24 -1
11 25 -2
11 26 -6
11 27 2
11 28 -5
11 29 -6
11 30 -1
11 31 -3
11 32 -7
11 34 -8
11 35 8
11 36 6
11 37 2
11 38 -6
11 39 3
11 40 5
11 41 -4
11 42 -4
11 43 -7
11 44 6
11 45 -10
11 46 7
11 47 -10
11 48 -2
11 49 4
11 50 -7
11 51 2
11 52 -2
11 53 -4
11 54 5
11 55 -6
11 56 -8
11 57 -6
11 58 7
11 59 -1
11 60 5
11 61 -5
11 62 -1
11 63 2
11 64 8
11 65 5
11 66 6
11 67 1
11 68 10
11 69 9
11 70 -4
11 71 3
11 72 8
11 73 8
11 74 -8
11 75 -7
11 76 -3
11 78 -7
11 79 -3
11 80 -2
11 81 3
11 82 -4
11 83 4
11 84 2
11 85 9
11 86 9
11 87 9
11 88 -2
11 89 -8
11 90 -8
11 91 1
11 92 -2
11 93 -10
11 94 -4
11 95 6
11 96 5
11 97 9
11 98 10
11 99 -10
11 100 6
11 101 -1
11 102 -10
11 103 10
11 104 2
11 105 -8
11 106 -1
11 107 -7
11 108 -8
11 109 10
11 110 -5
11 111 2
11 112 -1
11 113 -1
11 114 3
11 115 2
11 116 3
11 117 2
11 118 5
11 119 5
11 120 -5
11 121 3
11 122 10
11 123 5
11 124 -9
11 125 10
11 126 -7
11 127 -3
12 0 -10
12 1 -3
12 2 1
12 4 9
12 5 -9
12 6 -6
12 7 1
12 8 -7
12 9 -8
12 10 -10
12 11 9
12 12 -6
12 13 -10
12 14 -1
12 15 -8
12 17 -8
12 18 -7
12 19 4
12 20 -3
12 21 -1
12 22 -4
12 23 2
12 24 -2
12 25 -10
12 26 -6
12 27 5
12 28 -6
12 29 -5
12 30 -5
12 31 -5
12 32 4
12 33 3
12 34 -8
12 35 -10
12 36 -10
12 37 -9
12 38 7
12 39 -5
12 40 -5
12 41 7
12 42 -7
12 43 9
12 44 1
12 45 -8
12 46 8
12 47 -6
12 48 -8
12 49 -2
12 50 3
12 52 -5
12 53 10
12 54 4
12 55 -5
12 56 2
12 57 -8
12 58 9
12 59 7
12 60 -4
12 61 7
12 62 1
12 63 3
12 64 -5
12 65 -2
12 66 -2
12 67 2
12 68 10
12 69 -7
12 70 -5
12 71 10
12 72 -7
12 73 2
12 74 -8
12 75 -7
12 76 -7
12 77 -4
12 78 -8
12 79 8
12 80 10
12 82 9
12 83 1
12 84 1
12 85 -8
12 86 -7
12 87 7
12 88 -3
12 90 -10
12 91 -6
12 92 -2
12 93 6
12 94 -6
12 95 -1
12 96 -3
12 97 8
12 98 -7
12 99 5
12 100 10
12 101 4
12 102 1
12 103 -2
12 104 3
12 105 -3
12 106 3
12 107 9
12 108 -5
12 109 -1
12 110 7
12 111 8
12 112 1
12 113 4
12 114 -8
12 115 -4
12 116 9
12 117 -3
12 118 -5
12 119 -7
12 120 3
12 121 -3
12 122 -7
12 123 2
12 124 -1
12 126 4
12 127 4
13 0 -1
13 1 -8
13 2 2
13 3 -10
13 4 -9
13 5 -3
13 6 10
13 7 -4
13 8 -8
13 9 -3
13 10 -3
13 11 -7
13 12 -9
13 13 2
13 14 -8
13 15 -8
13 16 9
13 17 8
13 18 -7
13 19 -6
13 20 -6
13 21 -1
13 22 8
13 23 -2
13 24 3
13 25 7
13 27 1
13 28 4
13 29 3
13 30 3
13 31 8
13 32 -8
13 33 9
13 34 10
13 35 -9
13 36 -8
13 37 5
13 38 -2
13 39 10
13 40 3
13 41 -6
13 42 -7
13 43 7
13 44 -5
13 45 -10
13 46 -5
13 47 10
13 48 6
13 49 -6
13 50 8
13 52 -1
13 54 -5
13 55 -9
13 56 4
13 57 1
13 58 6
13 59 2
13 60 -9
13 61 4
13 62 -9
13 63 3
13 64 10
13 65 -10
13 66 5
13 67 -4
13 68 1
13 69 3
13 70 8
13 71 -9
13 72 -4
13 73 -10
13 74 10
13 75 -2
13 76 2
13 77 3
13 78 -9
13 79 -6
13 80 3
13 81 5
13 82 7
13 83 4
13 84 9
13 85 9
13 86 8
13 87 2
13 88 5
13 89 4
13 90 2
13 91 1
13 92 1
13 93 9
13 94 -8
13 95 8
13 96 10
13 97 6
13 98 1
13 99 -8
13 100 -2
13 101 1
13 102 4
13 103 -1
13 104 7
13 105 4
13 106 -7
13 107 2
13 108 6
13 109 -6
13 110 4
13 111 -8
13 112 -2
13 113 -3
13 114 1
13 115 -5
13 116 3
13 118 10
13 119 -1
13 120 -2
13 121 8
13 122 -1
13 123 7
13 124 9
13 125 4
13 126 1
13 127 6
14 0 -7
14 1 9
14 2 -7
14 3 -2
14 4 -9
14 5 -4
14 6 3
14 7 -5
14 8 -2
14 9 -10
14 10 -4
14 11 -6
14 12 8
14 13 7
14 15 6
14 16 -9
14 17 -10
14 18 -1
14 20 -8
14 21 -5
14 22 5
14 23 4
14 24 7
14 25 1
14 26 -3
14 27 6
14 28 7
14 29 6
14 30 -7
14 31 1
14 33 -10
14 34 5
14 35 -6
14 36 -3
14 37 -7
14 38 -4
14 39 7
14 40 -2
14 41 8
14 42 8
14 43 -9
14 44 -8
14 45 1
14 46 -1
14 47 9
14 48 2
14 49 8
14 50 -5
14 51 7
14 52 7
14 53 -4
14 54 -9
14 55 10
14 56 1
14 57 -8
14 58 -3
14 59 6
14 60 2
14 61 1
14 62 -4
14 64 -9
14 65 2
14 67 -5
14 68 8
14 69 1
14 70 7
14 71 1
14 72 -8
14 73 -7
14 74 10
14 75 10
14 76 4
14 78 10
14 79 1
14 80 8
14 81 1
14 82 -1
14 83 4
14 84 -1
14 85 -5
14 86 -3
14 87 5
14 88 -3
14 90 1
14 91 3
14 92 7
14 93 -9
14 94 5
14 95 -3
14 96 6
14 97 -1
14 98 1
14 99 -3
14 100 -10
14 101 -4
14 102 -5
14 103 5
14 104 -1
14 106 -1
14 107 -3
14 108 -9
14 109 9
14 110 8
14 111 9
14 112 4
14 113 10
14 114 8
14 115 8
14 116 2
14 117 6
14 118 -9
14 119 2
14 120 -9
14 121 -8
14 122 8
14 123 8
14 124 -6
14 125 9
14 126 3
14 127 1
15 0 4
15 1 7
15 2 6
15 3 9
15 4 -7
15 5 -10
15 6 9
15 7 2
15 8 -3
15 9 -8
15 10 3
15 11 4
15 12 1
15 13 3
15 14 9
15 15 5
15 16 10
15 17 2
15 18 -3
15 19 -6
15 20 7
15 22 2
15 23 -5
15 24 -1
15 25 -1
15 26 5
15 27 2
15 28 -3
15 29 -2
15 30 -6
15 31 2
15 32 9
15 33 8
15 34 -10
15 35 6
15 36 6
15 37 8
15 38 8
15 39 5
15 40 -1
15 41 1
15 42 6
15 43 2
15 44 2
15 45 -4
15 46 -6
15 48 4
15 49 -3
15 50 -8
15 51 -3
15 52 -3
15 53 -5
15 55 -5
15 56 3
15 57 -10
15 58 -8
15 59 9
15 60 -8
15 61 10
15 62 1
15 63 -9
15 64 -3
15 65 -10
15 66 8
15 67 -10
15 68 -2
15 69 -1
15 70 5
15 71 10
15 72 9
15 73 -8
15 74 8
15 75 -10
15 76 9
15 77 -8
15 78 -7
15 79 -2
15 80 -10
15 81 -8
15 82 1
15 83 -9
15 84 2
15 85 -10
15 86 -7
15 87 2
15 88 -10
15 89 5
15 90 -7
15 91 -8
15 92 -5
15 93 -3
15 94 -6
15 95 -6
15 96 6
15 97 -4
15 98 -2
15 99 10
15 100 2
15 101 9
15 102 -3
15 103 6
15 104 -5
15 105 -4
15 106 10
15 108 1
15 109 8
15 110 -7
15 111 4
15 112 5
15 113 -8
15 114 -7
15 115 7
15 116 -8
15 117 -7
15 118 3
15 119 8
15 120 6
15 121 1
15 123 8
15 124 8
15 125 10
15 126 1
16 0 10
16 1 -5
16 2 3
16 3 -6
16 4 -6
16 5 -6
16 6 -1
16 7 2
16 8 9
16 9 2
16 10 -1
16 11 -8
16 12 -3
16 13 2
16 14 3
16 15 -9
16 16 -3
16 17 4
16 19 9
16 20 -7
16 21 -1
16 22 -3
16 23 -10
16 24 -8
16 25 -5
16 26 -9
16 27 -6
16 29 3
16 30 3
16 31 10
16 32 7
16 33 1
16 34 -1
16 35 10
16 36 2
16 37 8
16 38 -9
16 39 -1
16 40 6
16 41 5
16 42 -4
16 43 -7
16 44 4
16 45 3
16 46 -7
16 47 2
16 48 -4
16 49 -8
16 50 -8
16 51 -6
16 52 4
16 53 5
16 54 -7
16 55 8
16 56 -3
16 57 -1
16 58 -7
16 59 6
16 60 6
16 61 6
16 62 -1
16 63 -9
16 64 -2
16 65 -4
16 66 5
16 67 8
16 68 2
16 69 7
16 70 -8
16 71 -5
16 72 -5
16 73 6
16 74 -4
16 75 7
16 76 -3
16 77 2
16 78 -4
16 79 -8
16 80 -8
16 81 8
16 82 4
16 83 9
16 84 2
16 85 4
16 86 -4
16 87 6
16 88 8
16 89 2
16 91 7
16 92 2
16 93 3
16 94 -9
16 95 -9
16 96 10
16 97 -5
16 98 4
16 99 -7
16 100 10
16 101 6
16 102 -3
16 103 1
16 104 8
16 105 -1
16 106 3
16 107 -9
16 108 -7
16 109 6
16 110 10
16 111 7
16 112 3
16 114 -5
16 115 -7
16 116 -9
16 117 7
16 118 -10
16 119 -5
16 120 6
16 121 -3
16 122 6
16 123 -2
16 124 -4
16 125 -7
16 126 -1
16 127 -9
17 0 10
17 1 -6
17 2 -8
17 3 7
17 4 -10
17 5 -1
17 6 -4
17 7 7
17 8 4
17 9 -6
17 10 -2
17 11 3
17 12 1
17 13 6
17 14 8
17 15 -10
17 16 -1
17 17 -3
17 18 -10
17 19 5
17 20 -7
17 21 9
17 22 -7
17 23 -4
17 24 7
17 25 -7
17 26 -10
17 27 -10
17 28 -8
17 29 1
17 30 7
17 31 7
17 32 -8
17 33 6
17 34 8
17 35 7
17 36 -2
17 37 -1
17 38 -1
17 39 3
17 40 4
17 41 -8
17 42 -5
17 43 8
17 44 8
17 45 -5
17 46 2
17 47 -5
17 48 -2
17 49 1
17 50 -10
17 51 2
17 52 -10
17 53 3
17 54 -9
17 55 6
17 56 9
17 57 -7
17 58 -7
17 59 7
17 60 6
17 61 -5
17 62 10
17 63 10
17 64 -5
17 65 -9
17 66 -8
17 67 3
17 68 7
17 69 -3
17 70 -10
17 71 3
17 72 3
17 73 5
17 74 1
17 75 -4
17 76 9
17 77 -7
17 78 -9
17 79 7
17 81 6
